,Page,Category,Date,Size,Abs Edit Size
1287,Human Development Index,Economic Concept, 23 December 2020 23:48,46943,24
1288,Human Development Index,Economic Concept, 23 December 2020 23:14,46919,"1,147"
1289,Human Development Index,Economic Concept, 23 December 2020 18:48,45772,33
1290,Human Development Index,Economic Concept, 23 December 2020 17:20,45805,20
1291,Human Development Index,Economic Concept, 23 December 2020 17:11,45785,192
1292,Human Development Index,Economic Concept, 23 December 2020 17:00,45977,61
1293,Human Development Index,Economic Concept, 23 December 2020 16:52,45916,0
1294,Human Development Index,Economic Concept, 23 December 2020 16:49,45916,70
1295,Human Development Index,Economic Concept, 23 December 2020 16:26,45846,126
1296,Human Development Index,Economic Concept, 23 December 2020 16:23,45972,3
1297,Human Development Index,Economic Concept, 22 December 2020 13:44,45969,2
1298,Human Development Index,Economic Concept, 22 December 2020 13:43,45967,2
1299,Human Development Index,Economic Concept, 22 December 2020 13:42,45965,393
1300,Human Development Index,Economic Concept, 22 December 2020 13:35,45572,0
1301,Human Development Index,Economic Concept, 22 December 2020 13:31,45572,8
1302,Human Development Index,Economic Concept, 22 December 2020 13:13,45564,91
1303,Human Development Index,Economic Concept, 22 December 2020 13:05,45473,1
1304,Human Development Index,Economic Concept, 22 December 2020 13:03,45474,11
1305,Human Development Index,Economic Concept, 22 December 2020 12:57,45463,161
1306,Human Development Index,Economic Concept, 22 December 2020 12:56,45624,43
1307,Human Development Index,Economic Concept, 22 December 2020 12:48,45581,515
1308,Human Development Index,Economic Concept, 22 December 2020 12:45,46096,150
1309,Human Development Index,Economic Concept, 22 December 2020 12:41,46246,1
1310,Human Development Index,Economic Concept, 22 December 2020 12:41,46247,200
1311,Human Development Index,Economic Concept, 22 December 2020 12:38,46047,0
1312,Human Development Index,Economic Concept, 22 December 2020 12:33,46047,0
1313,Human Development Index,Economic Concept, 22 December 2020 12:27,46047,66
1314,Human Development Index,Economic Concept, 22 December 2020 12:22,46113,2
1315,Human Development Index,Economic Concept, 22 December 2020 12:19,46111,0
1316,Human Development Index,Economic Concept, 22 December 2020 12:19,46111,0
1317,Human Development Index,Economic Concept, 22 December 2020 12:17,46111,"4,363"
1318,Human Development Index,Economic Concept, 22 December 2020 12:04,41748,38
1319,Human Development Index,Economic Concept, 22 December 2020 12:03,41710,2
1320,Human Development Index,Economic Concept, 21 December 2020 12:58,41708,6
1321,Human Development Index,Economic Concept, 21 December 2020 11:47,41714,6
1322,Human Development Index,Economic Concept, 18 December 2020 21:12,41708,20
1323,Human Development Index,Economic Concept, 18 December 2020 17:54,41728,0
1324,Human Development Index,Economic Concept, 18 December 2020 17:52,41728,0
1325,Human Development Index,Economic Concept, 17 December 2020 15:10,41728,90
1326,Human Development Index,Economic Concept, 17 December 2020 15:10,41818,383
1327,Human Development Index,Economic Concept, 17 December 2020 15:05,41435,"5,587"
1328,Human Development Index,Economic Concept, 17 December 2020 14:22,47022,71
1329,Human Development Index,Economic Concept, 17 December 2020 13:33,46951,33
1330,Human Development Index,Economic Concept, 17 December 2020 13:16,46984,33
1331,Human Development Index,Economic Concept, 17 December 2020 12:15,46951,37
1332,Human Development Index,Economic Concept, 17 December 2020 12:15,46988,0
1333,Human Development Index,Economic Concept, 17 December 2020 12:14,46988,37
1334,Human Development Index,Economic Concept, 17 December 2020 10:05,46951,0
1335,Human Development Index,Economic Concept, 17 December 2020 10:03,46951,5
1336,Human Development Index,Economic Concept, 17 December 2020 10:01,46946,"9,105"
1337,Human Development Index,Economic Concept, 15 December 2020 22:52,37841,0
1338,Human Development Index,Economic Concept, 15 December 2020 22:49,37841,20
1339,Human Development Index,Economic Concept, 1 December 2020 08:10,37821,160
1340,Human Development Index,Economic Concept, 1 December 2020 07:46,37661,160
1341,Human Development Index,Economic Concept, 30 November 2020 19:37,37821,45
1342,Human Development Index,Economic Concept, 26 November 2020 18:41,37866,1
1343,Human Development Index,Economic Concept, 26 November 2020 18:01,37865,0
1344,Human Development Index,Economic Concept, 26 November 2020 18:00,37865,0
1345,Human Development Index,Economic Concept, 26 November 2020 17:59,37865,0
1346,Human Development Index,Economic Concept, 26 November 2020 17:56,37865,0
1347,Human Development Index,Economic Concept, 26 November 2020 17:52,37865,1
1348,Human Development Index,Economic Concept, 21 November 2020 11:51,37866,2
1349,Human Development Index,Economic Concept, 21 November 2020 11:46,37864,2
1350,Human Development Index,Economic Concept, 21 November 2020 11:43,37862,4
1351,Human Development Index,Economic Concept, 16 November 2020 16:23,37866,4
1352,Human Development Index,Economic Concept, 16 November 2020 14:27,37870,20
1353,Human Development Index,Economic Concept, 16 November 2020 14:15,37890,20
1354,Human Development Index,Economic Concept, 13 November 2020 02:59,37870,8
1355,Human Development Index,Economic Concept, 13 November 2020 02:57,37862,8
1356,Human Development Index,Economic Concept, 5 November 2020 15:39,37870,0
1357,Human Development Index,Economic Concept, 5 November 2020 15:27,37870,0
1358,Human Development Index,Economic Concept, 4 November 2020 13:57,37870,1
1359,Human Development Index,Economic Concept, 21 October 2020 11:07,37871,4
1360,Human Development Index,Economic Concept, 21 October 2020 10:47,37875,4
1361,Human Development Index,Economic Concept, 21 October 2020 00:23,37871,35
1362,Human Development Index,Economic Concept, 13 October 2020 03:31,37836,4
1363,Human Development Index,Economic Concept, 12 October 2020 01:26,37832,2
1364,Human Development Index,Economic Concept, 12 October 2020 01:26,37830,0
1365,Human Development Index,Economic Concept, 10 October 2020 08:50,37830,79
1366,Human Development Index,Economic Concept, 10 October 2020 02:34,37751,1
1367,Human Development Index,Economic Concept, 5 October 2020 17:31,37752,4
1368,Human Development Index,Economic Concept, 5 October 2020 17:30,37756,4
1369,Human Development Index,Economic Concept, 5 October 2020 16:14,37752,47
1370,Human Development Index,Economic Concept, 5 October 2020 16:14,37705,47
1371,Human Development Index,Economic Concept, 4 October 2020 15:35,37752,10
1372,Human Development Index,Economic Concept, 4 October 2020 15:34,37762,10
1373,Human Development Index,Economic Concept, 2 October 2020 13:58,37752,54
1374,Human Development Index,Economic Concept, 2 October 2020 13:58,37806,54
1375,Human Development Index,Economic Concept, 1 October 2020 23:38,37752,0
1376,Human Development Index,Economic Concept, 1 October 2020 23:25,37752,0
1377,Human Development Index,Economic Concept, 28 September 2020 15:50,37752,32
1378,Human Development Index,Economic Concept, 23 September 2020 22:52,37720,187
1379,Human Development Index,Economic Concept, 23 September 2020 22:50,37907,275
1380,Human Development Index,Economic Concept, 20 September 2020 06:23,38182,33
1381,Human Development Index,Economic Concept, 20 September 2020 06:09,38215,33
1382,Human Development Index,Economic Concept, 15 September 2020 20:54,38182,27
1383,Human Development Index,Economic Concept, 12 September 2020 03:32,38155,1
1384,Human Development Index,Economic Concept, 12 September 2020 01:19,38156,1
1385,Human Development Index,Economic Concept, 10 September 2020 23:56,38155,2
1386,Human Development Index,Economic Concept, 24 August 2020 13:12,38153,0
1387,Human Development Index,Economic Concept, 24 August 2020 12:48,38153,0
1388,Human Development Index,Economic Concept, 17 August 2020 20:05,38153,"42,578"
1389,Human Development Index,Economic Concept, 17 August 2020 18:10,80731,21
1390,Human Development Index,Economic Concept, 9 August 2020 01:13,80710,3
1391,Human Development Index,Economic Concept, 8 August 2020 11:50,80707,"1,210"
1392,Human Development Index,Economic Concept, 8 August 2020 11:50,81917,"1,210"
1393,Human Development Index,Economic Concept, 2 August 2020 14:13,80707,6
1394,Human Development Index,Economic Concept, 1 August 2020 09:05,80701,53
1395,Human Development Index,Economic Concept, 28 July 2020 12:45,80754,6
1396,Human Development Index,Economic Concept, 28 July 2020 12:20,80760,6
1397,Human Development Index,Economic Concept, 28 July 2020 12:19,80754,0
1398,Human Development Index,Economic Concept, 28 July 2020 12:16,80754,6
1399,Human Development Index,Economic Concept, 28 July 2020 10:57,80760,6
1400,Human Development Index,Economic Concept, 27 July 2020 17:46,80754,6
1401,Human Development Index,Economic Concept, 19 July 2020 13:42,80760,2
1402,Human Development Index,Economic Concept, 17 July 2020 00:18,80762,2
1403,Human Development Index,Economic Concept, 17 July 2020 00:18,80760,5
1404,Human Development Index,Economic Concept, 17 July 2020 00:17,80755,23
1405,Human Development Index,Economic Concept, 17 July 2020 00:16,80778,23
1406,Human Development Index,Economic Concept, 17 July 2020 00:12,80755,5
1407,Human Development Index,Economic Concept, 12 July 2020 02:11,80760,24
1408,Human Development Index,Economic Concept, 28 June 2020 09:14,80736,0
1409,Human Development Index,Economic Concept, 28 June 2020 08:57,80736,0
1410,Human Development Index,Economic Concept, 26 June 2020 02:10,80736,17
1411,Human Development Index,Economic Concept, 26 June 2020 01:41,80719,17
1412,Human Development Index,Economic Concept, 26 June 2020 01:36,80736,17
1413,Human Development Index,Economic Concept, 24 June 2020 17:08,80719,86
1414,Human Development Index,Economic Concept, 21 June 2020 14:21,80633,0
1415,Human Development Index,Economic Concept, 17 June 2020 10:53,80633,11
1416,Human Development Index,Economic Concept, 17 June 2020 10:49,80622,36
1417,Human Development Index,Economic Concept, 17 June 2020 10:48,80658,8
1418,Human Development Index,Economic Concept, 16 June 2020 19:19,80666,22
1419,Human Development Index,Economic Concept, 15 June 2020 10:29,80644,22
1420,Human Development Index,Economic Concept, 13 June 2020 11:30,80622,6
1421,Human Development Index,Economic Concept, 13 June 2020 11:30,80616,0
1422,Human Development Index,Economic Concept, 6 June 2020 08:07,80616,4
1423,Human Development Index,Economic Concept, 6 June 2020 07:45,80620,4
1424,Human Development Index,Economic Concept, 26 May 2020 17:48,80616,229
1425,Human Development Index,Economic Concept, 26 May 2020 17:45,80845,57
1426,Human Development Index,Economic Concept, 26 May 2020 01:03,80788,38
1427,Human Development Index,Economic Concept, 24 May 2020 08:17,80750,2
1428,Human Development Index,Economic Concept, 24 May 2020 06:25,80752,2
1429,Human Development Index,Economic Concept, 24 May 2020 06:24,80754,1
1430,Human Development Index,Economic Concept, 24 May 2020 06:23,80753,3
1431,Human Development Index,Economic Concept, 4 May 2020 23:29,80750,4
1432,Human Development Index,Economic Concept, 3 May 2020 05:37,80754,14
1433,Human Development Index,Economic Concept, 3 May 2020 05:25,80768,14
1434,Human Development Index,Economic Concept, 20 April 2020 12:17,80754,65
1435,Human Development Index,Economic Concept, 20 April 2020 12:16,80819,65
1436,Human Development Index,Economic Concept, 19 April 2020 00:39,80754,11
1437,Human Development Index,Economic Concept, 19 April 2020 00:38,80765,11
1438,Human Development Index,Economic Concept, 14 April 2020 06:03,80754,15
1439,Human Development Index,Economic Concept, 13 April 2020 13:54,80739,17
1440,Human Development Index,Economic Concept, 10 April 2020 18:50,80722,8
1441,Human Development Index,Economic Concept, 7 April 2020 22:35,80714,4
1442,Human Development Index,Economic Concept, 7 April 2020 22:28,80710,4
1443,Human Development Index,Economic Concept, 6 April 2020 14:25,80714,7
1444,Human Development Index,Economic Concept, 6 April 2020 14:25,80707,7
1445,Human Development Index,Economic Concept, 2 April 2020 10:59,80714,1
1446,Human Development Index,Economic Concept, 2 April 2020 10:58,80713,1
1447,Human Development Index,Economic Concept, 18 March 2020 17:06,80714,0
1448,Human Development Index,Economic Concept, 18 March 2020 17:05,80714,0
1449,Human Development Index,Economic Concept, 18 March 2020 17:05,80714,28
1450,Human Development Index,Economic Concept, 18 March 2020 10:16,80686,0
1451,Human Development Index,Economic Concept, 18 March 2020 10:01,80686,0
1452,Human Development Index,Economic Concept, 16 March 2020 22:16,80686,116
1453,Human Development Index,Economic Concept, 16 March 2020 15:22,80570,44
1454,Human Development Index,Economic Concept, 16 March 2020 15:18,80526,44
1455,Human Development Index,Economic Concept, 14 March 2020 10:49,80570,31
1456,Human Development Index,Economic Concept, 14 March 2020 10:48,80601,31
1457,Human Development Index,Economic Concept, 9 March 2020 06:00,80570,0
1458,Human Development Index,Economic Concept, 23 February 2020 22:34,80570,0
1459,Human Development Index,Economic Concept, 20 February 2020 02:03,80570,4
1460,Human Development Index,Economic Concept, 20 February 2020 01:12,80566,4
1461,Human Development Index,Economic Concept, 11 February 2020 23:04,80570,0
1462,Human Development Index,Economic Concept, 8 February 2020 13:07,80570,0
1463,Human Development Index,Economic Concept, 8 February 2020 13:04,80570,0
1464,Human Development Index,Economic Concept, 8 February 2020 13:03,80570,0
1465,Human Development Index,Economic Concept, 8 February 2020 13:02,80570,0
1466,Human Development Index,Economic Concept, 6 February 2020 15:36,80570,96
1467,Human Development Index,Economic Concept, 6 February 2020 11:41,80666,96
1468,Human Development Index,Economic Concept, 6 February 2020 09:27,80570,855
1469,Human Development Index,Economic Concept, 6 February 2020 09:19,79715,855
1470,Human Development Index,Economic Concept, 6 February 2020 07:46,80570,1
1471,Human Development Index,Economic Concept, 5 February 2020 16:37,80571,4
1472,Human Development Index,Economic Concept, 5 February 2020 16:36,80567,4
1473,Human Development Index,Economic Concept, 4 February 2020 18:52,80571,9
