Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000299,Collin_Q,3,Economically active: Unemployed (including full-time students),69
N21000299,Collin_Q,4,Economically inactive: Retired,194
N21000299,Collin_Q,5,Economically inactive: Student,125
N21000299,Collin_Q,6,Economically inactive: Looking after home or family,106
N21000299,Collin_Q,7,Economically inactive: Long-term sick or disabled,151
N21000299,Collin_Q,8,Economically inactive: Other,53
N21000299,Collin_Q,-8,No code required,517
N21000300,Collin_R,1,Economically active: Employee (including full-time students),840
N21000300,Collin_R,2,Economically active: Self-employed (including full-time students),91
N21000300,Collin_R,3,Economically active: Unemployed (including full-time students),43
N21000300,Collin_R,4,Economically inactive: Retired,298
N21000300,Collin_R,5,Economically inactive: Student,80
N21000300,Collin_R,6,Economically inactive: Looking after home or family,57
N21000300,Collin_R,7,Economically inactive: Long-term sick or disabled,90
N21000300,Collin_R,8,Economically inactive: Other,38
N21000300,Collin_R,-8,No code required,375
N21000301,Black_Mountain_A,1,Economically active: Employee (including full-time students),831
N21000301,Black_Mountain_A,2,Economically active: Self-employed (including full-time students),81
N21000301,Black_Mountain_A,3,Economically active: Unemployed (including full-time students),73
N21000301,Black_Mountain_A,4,Economically inactive: Retired,333
N21000301,Black_Mountain_A,5,Economically inactive: Student,148
N21000301,Black_Mountain_A,6,Economically inactive: Looking after home or family,254
N21000301,Black_Mountain_A,7,Economically inactive: Long-term sick or disabled,518
N21000301,Black_Mountain_A,8,Economically inactive: Other,156
N21000301,Black_Mountain_A,-8,No code required,755
N21000302,Black_Mountain_B,1,Economically active: Employee (including full-time students),590
N21000302,Black_Mountain_B,2,Economically active: Self-employed (including full-time students),42
N21000302,Black_Mountain_B,3,Economically active: Unemployed (including full-time students),71
N21000302,Black_Mountain_B,4,Economically inactive: Retired,184
N21000302,Black_Mountain_B,5,Economically inactive: Student,159
N21000302,Black_Mountain_B,6,Economically inactive: Looking after home or family,183
N21000302,Black_Mountain_B,7,Economically inactive: Long-term sick or disabled,332
N21000302,Black_Mountain_B,8,Economically inactive: Other,91
N21000302,Black_Mountain_B,-8,No code required,551
N21000303,Black_Mountain_C,1,Economically active: Employee (including full-time students),664
N21000303,Black_Mountain_C,2,Economically active: Self-employed (including full-time students),41
N21000303,Black_Mountain_C,3,Economically active: Unemployed (including full-time students),68
N21000303,Black_Mountain_C,4,Economically inactive: Retired,175
N21000303,Black_Mountain_C,5,Economically inactive: Student,98
N21000303,Black_Mountain_C,6,Economically inactive: Looking after home or family,116
N21000303,Black_Mountain_C,7,Economically inactive: Long-term sick or disabled,166
N21000303,Black_Mountain_C,8,Economically inactive: Other,77
N21000303,Black_Mountain_C,-8,No code required,459
N21000304,Black_Mountain_D,1,Economically active: Employee (including full-time students),1109
N21000304,Black_Mountain_D,2,Economically active: Self-employed (including full-time students),135
N21000304,Black_Mountain_D,3,Economically active: Unemployed (including full-time students),46
N21000304,Black_Mountain_D,4,Economically inactive: Retired,280
N21000304,Black_Mountain_D,5,Economically inactive: Student,137
N21000304,Black_Mountain_D,6,Economically inactive: Looking after home or family,113
N21000304,Black_Mountain_D,7,Economically inactive: Long-term sick or disabled,209
N21000304,Black_Mountain_D,8,Economically inactive: Other,63
N21000304,Black_Mountain_D,-8,No code required,604
N21000305,Black_Mountain_E,1,Economically active: Employee (including full-time students),660
N21000305,Black_Mountain_E,2,Economically active: Self-employed (including full-time students),47
N21000305,Black_Mountain_E,3,Economically active: Unemployed (including full-time students),62
N21000305,Black_Mountain_E,4,Economically inactive: Retired,248
N21000305,Black_Mountain_E,5,Economically inactive: Student,111
N21000305,Black_Mountain_E,6,Economically inactive: Looking after home or family,150
N21000305,Black_Mountain_E,7,Economically inactive: Long-term sick or disabled,391
N21000305,Black_Mountain_E,8,Economically inactive: Other,101
N21000305,Black_Mountain_E,-8,No code required,559
N21000306,Black_Mountain_F,1,Economically active: Employee (including full-time students),663
N21000306,Black_Mountain_F,2,Economically active: Self-employed (including full-time students),59
N21000306,Black_Mountain_F,3,Economically active: Unemployed (including full-time students),64
N21000306,Black_Mountain_F,4,Economically inactive: Retired,249
N21000306,Black_Mountain_F,5,Economically inactive: Student,109
N21000306,Black_Mountain_F,6,Economically inactive: Looking after home or family,184
N21000306,Black_Mountain_F,7,Economically inactive: Long-term sick or disabled,409
N21000306,Black_Mountain_F,8,Economically inactive: Other,128
N21000306,Black_Mountain_F,-8,No code required,545
N21000307,Black_Mountain_G,1,Economically active: Employee (including full-time students),1118
N21000307,Black_Mountain_G,2,Economically active: Self-employed (including full-time students),161
N21000307,Black_Mountain_G,3,Economically active: Unemployed (including full-time students),56
N21000307,Black_Mountain_G,4,Economically inactive: Retired,503
N21000307,Black_Mountain_G,5,Economically inactive: Student,132
N21000307,Black_Mountain_G,6,Economically inactive: Looking after home or family,101
N21000307,Black_Mountain_G,7,Economically inactive: Long-term sick or disabled,189
N21000307,Black_Mountain_G,8,Economically inactive: Other,61
N21000307,Black_Mountain_G,-8,No code required,480
N21000308,Black_Mountain_H,1,Economically active: Employee (including full-time students),607
N21000308,Black_Mountain_H,2,Economically active: Self-employed (including full-time students),72
N21000308,Black_Mountain_H,3,Economically active: Unemployed (including full-time students),64
N21000308,Black_Mountain_H,4,Economically inactive: Retired,460
N21000308,Black_Mountain_H,5,Economically inactive: Student,77
N21000308,Black_Mountain_H,6,Economically inactive: Looking after home or family,109
N21000308,Black_Mountain_H,7,Economically inactive: Long-term sick or disabled,278
N21000308,Black_Mountain_H,8,Economically inactive: Other,75
N21000308,Black_Mountain_H,-8,No code required,386
N21000309,Black_Mountain_J,1,Economically active: Employee (including full-time students),864
N21000309,Black_Mountain_J,2,Economically active: Self-employed (including full-time students),99
N21000309,Black_Mountain_J,3,Economically active: Unemployed (including full-time students),81
N21000309,Black_Mountain_J,4,Economically inactive: Retired,326
N21000309,Black_Mountain_J,5,Economically inactive: Student,91
N21000309,Black_Mountain_J,6,Economically inactive: Looking after home or family,157
N21000309,Black_Mountain_J,7,Economically inactive: Long-term sick or disabled,293
N21000309,Black_Mountain_J,8,Economically inactive: Other,120
N21000309,Black_Mountain_J,-8,No code required,594
N21000310,Black_Mountain_K,1,Economically active: Employee (including full-time students),610
N21000310,Black_Mountain_K,2,Economically active: Self-employed (including full-time students),78
N21000310,Black_Mountain_K,3,Economically active: Unemployed (including full-time students),51
N21000310,Black_Mountain_K,4,Economically inactive: Retired,231
N21000310,Black_Mountain_K,5,Economically inactive: Student,111
N21000310,Black_Mountain_K,6,Economically inactive: Looking after home or family,113
N21000310,Black_Mountain_K,7,Economically inactive: Long-term sick or disabled,182
N21000310,Black_Mountain_K,8,Economically inactive: Other,47
N21000310,Black_Mountain_K,-8,No code required,434
N21000311,Black_Mountain_L,1,Economically active: Employee (including full-time students),927
N21000311,Black_Mountain_L,2,Economically active: Self-employed (including full-time students),112
N21000311,Black_Mountain_L,3,Economically active: Unemployed (including full-time students),54
N21000311,Black_Mountain_L,4,Economically inactive: Retired,389
N21000311,Black_Mountain_L,5,Economically inactive: Student,77
N21000311,Black_Mountain_L,6,Economically inactive: Looking after home or family,102
N21000311,Black_Mountain_L,7,Economically inactive: Long-term sick or disabled,246
N21000311,Black_Mountain_L,8,Economically inactive: Other,65
N21000311,Black_Mountain_L,-8,No code required,466
N21000312,Black_Mountain_N,1,Economically active: Employee (including full-time students),854
N21000312,Black_Mountain_N,2,Economically active: Self-employed (including full-time students),81
N21000312,Black_Mountain_N,3,Economically active: Unemployed (including full-time students),69
N21000312,Black_Mountain_N,4,Economically inactive: Retired,369
N21000312,Black_Mountain_N,5,Economically inactive: Student,72
N21000312,Black_Mountain_N,6,Economically inactive: Looking after home or family,122
N21000312,Black_Mountain_N,7,Economically inactive: Long-term sick or disabled,277
N21000312,Black_Mountain_N,8,Economically inactive: Other,81
N21000312,Black_Mountain_N,-8,No code required,462
N21000313,Black_Mountain_P,1,Economically active: Employee (including full-time students),877
N21000313,Black_Mountain_P,2,Economically active: Self-employed (including full-time students),88
N21000313,Black_Mountain_P,3,Economically active: Unemployed (including full-time students),87
N21000313,Black_Mountain_P,4,Economically inactive: Retired,258
N21000313,Black_Mountain_P,5,Economically inactive: Student,128
N21000313,Black_Mountain_P,6,Economically inactive: Looking after home or family,129
N21000313,Black_Mountain_P,7,Economically inactive: Long-term sick or disabled,321
N21000313,Black_Mountain_P,8,Economically inactive: Other,97
N21000313,Black_Mountain_P,-8,No code required,577
N21000314,Black_Mountain_Q,1,Economically active: Employee (including full-time students),624
N21000314,Black_Mountain_Q,2,Economically active: Self-employed (including full-time students),76
N21000314,Black_Mountain_Q,3,Economically active: Unemployed (including full-time students),58
N21000314,Black_Mountain_Q,4,Economically inactive: Retired,310
N21000314,Black_Mountain_Q,5,Economically inactive: Student,54
N21000314,Black_Mountain_Q,6,Economically inactive: Looking after home or family,85
N21000314,Black_Mountain_Q,7,Economically inactive: Long-term sick or disabled,177
N21000314,Black_Mountain_Q,8,Economically inactive: Other,48
N21000314,Black_Mountain_Q,-8,No code required,360
N21000315,Black_Mountain_R,1,Economically active: Employee (including full-time students),1037
N21000315,Black_Mountain_R,2,Economically active: Self-employed (including full-time students),123
N21000315,Black_Mountain_R,3,Economically active: Unemployed (including full-time students),69
N21000315,Black_Mountain_R,4,Economically inactive: Retired,528
