,name,link,scrape_time,prices,price,relative_price
562,Danone Oykos Peach Greek Style Yogurt 4X110g,https://www.tesco.com/groceries/en-GB/products/273627808,1687613835.913394,"['£2.00', '£0.46/100g']",2.0,£0.46/100g
563,Primula Original Cheese Tube 140G,https://www.tesco.com/groceries/en-GB/products/310187258,1687613835.998382,"['£1.85', '£13.21/kg']",1.85,£13.21/kg
564,Tesco Thin & Crispy Cheese Feast Pizza 261G,https://www.tesco.com/groceries/en-GB/products/297662591,1687613836.070737,"['£1.95', '£0.75/100g']",1.95,£0.75/100g
565,Tesco Mild 10 Cheddar Slices 250G,https://www.tesco.com/groceries/en-GB/products/264156296,1687613836.146668,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
566,Cheestrings Cheddar 4 Pack 80G,https://www.tesco.com/groceries/en-GB/products/273197498,1687613836.248477,"['£1.75', '£21.88/kg']",1.75,£21.88/kg
567,Tesco Finest Raspberries 150G,https://www.tesco.com/groceries/en-GB/products/287377771,1687613836.325826,"['£2.50', '£16.67/kg']",2.5,£16.67/kg
568,Tesco Beef Casserole & Dumplings 400G,https://www.tesco.com/groceries/en-GB/products/310691147,1687613836.396404,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
570,Tesco 100% Pure Not From Concentrate Squeezed Juice Clementine 1L,https://www.tesco.com/groceries/en-GB/products/277805154,1687613836.5801039,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
571,Tesco Edam Slices 250G,https://www.tesco.com/groceries/en-GB/products/299912552,1687613836.652304,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
572,Tesco Finest Sweet Pointed Peppers 220G,https://www.tesco.com/groceries/en-GB/products/251298216,1687613836.748477,"['£1.60', '£7.27/kg']",1.6,£7.27/kg
573,Tesco Olive Spread 500G,https://www.tesco.com/groceries/en-GB/products/257258670,1687613836.826442,"['£1.40', '£2.80/kg']",1.4,£2.80/kg
574,Tesco Beansprouts 300G,https://www.tesco.com/groceries/en-GB/products/290981552,1687613836.896493,"['£0.75', '£2.50/kg']",0.75,£2.50/kg
575,Dairylea Cheese Slices 8 Pack 164G,https://www.tesco.com/groceries/en-GB/products/312580707,1687613836.988933,"['£1.45', '£8.84/kg']",1.45,£8.84/kg
576,Tesco British Chicken Legs 1Kg,https://www.tesco.com/groceries/en-GB/products/285210436,1687613843.769103,"['£2.50', '£2.50/kg']",2.5,£2.50/kg
577,Tesco Filtered Whole Milk 2 Litre,https://www.tesco.com/groceries/en-GB/products/253732988,1687613843.847378,"['£1.90', '£0.95/litre']",1.9,£0.95/litre
578,Don Simon Mango & Passion Fruit Juice Drink 1.5Ltr,https://www.tesco.com/groceries/en-GB/products/306802758,1687613843.9386618,"['£1.25', '£0.08/100ml']",1.25,£0.08/100ml
579,T.Growing Salad Cress Punnet Each,https://www.tesco.com/groceries/en-GB/products/253892828,1687613844.014056,"['£0.40', '£0.40/each']",0.4,£0.40/each
580,Tesco Butterhead Lettuce,https://www.tesco.com/groceries/en-GB/products/310693807,1687613844.093696,"['£0.65', '£0.65/each']",0.65,£0.65/each
581,Tesco 2 Belgian Chocolate Eclairs,https://www.tesco.com/groceries/en-GB/products/254985769,1687613844.168562,"['£0.85', '£0.42/each']",0.85,£0.42/each
582,Tesco Finest Italian Sharing Platter 325G,https://www.tesco.com/groceries/en-GB/products/313841948,1687613844.2433028,"['£8.00', '£24.62/kg']",8.0,£24.62/kg
583,Cypressa Italian Inspired Antipasti Platter 362G,https://www.tesco.com/groceries/en-GB/products/313623631,1687613844.318239,"['£7.00', '£19.34/kg']",7.0,£19.34/kg
584,Pizza Express American Pizza 250G,https://www.tesco.com/groceries/en-GB/products/261385173,1687613844.392811,"['£5.50', '£2.20/100g']",5.5,£2.20/100g
585,Muller Light Red Fruit Assorted Fat Free Yogurt 6X140g,https://www.tesco.com/groceries/en-GB/products/311935766,1687613844.4636512,"['£3.50', '£0.42/100g']",3.5,£0.42/100g
586,Activia Peach No Added Sugar Yogurt 4X115g,https://www.tesco.com/groceries/en-GB/products/308090229,1687613844.538377,"['£2.50', '£0.54/100g']",2.5,£0.54/100g
587,Activia Strawberry No Added Sugar Yogurt 4 X 115G,https://www.tesco.com/groceries/en-GB/products/308113849,1687613844.614314,"['£2.50', '£0.54/100g']",2.5,£0.54/100g
588,Tesco Strawberry Trifle 600G,https://www.tesco.com/groceries/en-GB/products/254154653,1687613844.687537,"['£3.00', '£0.50/100g']",3.0,£0.50/100g
589,Tesco 2 Chicken Breast Garlic Kievs 375G,https://www.tesco.com/groceries/en-GB/products/250057066,1687613844.7600188,"['£4.00', '£10.67/kg']",4.0,£10.67/kg
590,Tesco Red Leicester Cheese 220G,https://www.tesco.com/groceries/en-GB/products/300257842,1687613844.839722,"['£2.45', '£11.14/kg']",2.45,£11.14/kg
591,Richmond 12 Thin Pork Sausages 340G,https://www.tesco.com/groceries/en-GB/products/254274712,1687613844.912477,"['£2.25', '£6.62/kg']",2.25,£6.62/kg
592,Tesco Farmhouse Pate With Mushrooms 200G,https://www.tesco.com/groceries/en-GB/products/300117818,1687613844.983841,"['£1.75', '£0.88/100g']",1.75,£0.88/100g
593,Tesco Feta Stuffed Peppers 145G,https://www.tesco.com/groceries/en-GB/products/273423174,1687613845.056709,"['£2.65', '£1.83/100g']",2.65,£1.83/100g
594,Alpro Oat No Sugars Chilled Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/302565353,1687613845.153537,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
595,Tesco Finest 14 Month Parma Ham 78G,https://www.tesco.com/groceries/en-GB/products/295981947,1687613845.24993,"['£2.95', '£3.78/100g']",2.95,£3.78/100g
596,Tesco Finest Charred Topside Beef 90G,https://www.tesco.com/groceries/en-GB/products/312228513,1687613845.356286,"['£3.25', '£3.61/100g']",3.25,£3.61/100g
597,Tesco 20 Chicken Poppers 200G,https://www.tesco.com/groceries/en-GB/products/289819678,1687613845.4490619,"['£2.20', '£1.10/100g']",2.2,£1.10/100g
598,Lindahls Kvarg Raspberry 150G Pot,https://www.tesco.com/groceries/en-GB/products/301253516,1687613845.544041,"['£1.25', '£0.83/100g']",1.25,£0.83/100g
599,Muller Light Greek Style Lemon Yogurt 4X115g,https://www.tesco.com/groceries/en-GB/products/311681512,1687613845.63947,"['£2.50', '£0.54/100g']",2.5,£0.54/100g
600,Tesco Apple & Mango Juice Not From Concentrate 1 Litre,https://www.tesco.com/groceries/en-GB/products/276956454,1687613845.7360299,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
601,Tesco Skimmed Milk 568Ml/1 Pint,https://www.tesco.com/groceries/en-GB/products/251314095,1687613845.8097868,"['£0.90', '£1.58/litre']",0.9,£1.58/litre
603,Tesco Finest Roast Turkey Breast 125G,https://www.tesco.com/groceries/en-GB/products/296071030,1687613845.977398,"['£3.25', '£2.60/100g']",3.25,£2.60/100g
604,Cathedral City Dip & Go 60G,https://www.tesco.com/groceries/en-GB/products/286455778,1687613846.087859,"['£1.25', '£20.83/kg']",1.25,£20.83/kg
606,Tesco Perfectly Ripe Conference Minimum 4 Pack Pear,https://www.tesco.com/groceries/en-GB/products/284475129,1687613846.2437801,"['£2.10', '£0.52/each']",2.1,£0.52/each
607,Tesco British Pork Lunch Tongue 125G,https://www.tesco.com/groceries/en-GB/products/276491997,1687613846.316403,"['£2.25', '£1.80/100g']",2.25,£1.80/100g
608,Tesco Dill 20G,https://www.tesco.com/groceries/en-GB/products/304404478,1687613846.423541,"['£0.60', '£0.30/10g']",0.6,£0.30/10g
610,Tesco Stewing Steak 400G,https://www.tesco.com/groceries/en-GB/products/308094727,1687613846.591122,"['£3.50', '£8.75/kg']",3.5,£8.75/kg
611,Tesco Galia Melon Each Class 1,https://www.tesco.com/groceries/en-GB/products/254385356,1687613846.668672,"['£2.00', '£2.00/each']",2.0,£2.00/each
612,Tesco Cherries Punnet 200G,https://www.tesco.com/groceries/en-GB/products/266291241,1687613846.751819,"['£2.00', '£10.00/kg']",2.0,£10.00/kg
613,Cypressa Greek Inspired Meze Platter 364G,https://www.tesco.com/groceries/en-GB/products/313836638,1687613846.849782,"['£7.00', '£19.23/kg']",7.0,£19.23/kg
614,Activia Low Fat Yogurt Raspberry & Chia Muesli 165G,https://www.tesco.com/groceries/en-GB/products/305959319,1687613846.9236631,"['£1.50', '£0.91/100g']",1.5,£0.91/100g
615,Tesco Le Roule Full Fat Garlic And Herb 150G,https://www.tesco.com/groceries/en-GB/products/260810486,1687613847.044162,"['£2.20', '£14.67/kg']",2.2,£14.67/kg
616,Tesco Finest 12 Beef & Herb Meatballs 336G,https://www.tesco.com/groceries/en-GB/products/282025194,1687613847.129725,"['£3.50', '£10.42/kg']",3.5,£10.42/kg
617,Tesco Halkidiki Olives Stuffed With Garlic 160G,https://www.tesco.com/groceries/en-GB/products/268020266,1687613847.206496,"['£2.65', '£1.66/100g']",2.65,£1.66/100g
618,Tesco Yorkshire Puddings 6 Pack 180G,https://www.tesco.com/groceries/en-GB/products/299344469,1687613847.302521,"['£2.10', '£1.17/100g']",2.1,£1.17/100g
619,Tesco Finest 12 Cumberland Chipolata 375G,https://www.tesco.com/groceries/en-GB/products/251039075,1687613847.3901708,"['£3.25', '£8.67/kg']",3.25,£8.67/kg
620,Tesco Smoked Salmon 100g,https://www.tesco.com/groceries/en-GB/products/314583520,1687613847.491631,"['£3.50', '£3.50/100g']",3.5,£3.50/100g
622,Rymer Farm Eggs Large Free Range 6 Eggs,https://www.tesco.com/groceries/en-GB/products/280418591,1687613847.691133,"['£2.60', '£0.43/each']",2.6,£0.43/each
623,Cathedral City Matured Sliced 150G,https://www.tesco.com/groceries/en-GB/products/277969011,1687613847.7619898,"['£2.40', '£16.00/kg']",2.4,£16.00/kg
624,Tesco 4 Scotch Eggs 454G,https://www.tesco.com/groceries/en-GB/products/254606808,1687613853.345498,"['£2.15', '£0.47/100g']",2.15,£0.47/100g
625,Pukka Chicken & Mushroom Pie,https://www.tesco.com/groceries/en-GB/products/304416019,1687613853.425793,"['£2.00', '£2.00/each']",2.0,£2.00/each
626,Tesco Finest 5% Aberdeen Angus Steak Mince 500G,https://www.tesco.com/groceries/en-GB/products/309452019,1687613853.5081532,"['£4.65', '£9.30/kg']",4.65,£9.30/kg
627,Ski Variety Fruit Yogurt 4X120g,https://www.tesco.com/groceries/en-GB/products/262042883,1687613853.588785,"['£1.45', '£0.30/100g']",1.45,£0.30/100g
628,Tesco Organic Brown Onion 750G,https://www.tesco.com/groceries/en-GB/products/268597343,1687613853.663693,"['£1.50', '£2.00/kg']",1.5,£2.00/kg
629,New Tahira Chicken Mortadella With Paprika 200G,https://www.tesco.com/groceries/en-GB/products/254858713,1687613853.745101,"['£1.45', '£0.72/100g']",1.45,£0.72/100g
630,Tesco Raspberry Trifles 405G (3X135g),https://www.tesco.com/groceries/en-GB/products/304373634,1687613853.816999,"['£2.00', '£0.49/100g']",2.0,£0.49/100g
631,Tesco Pomegranate Seeds 80G,https://www.tesco.com/groceries/en-GB/products/273888602,1687613853.891027,"['£1.25', '£15.62/kg']",1.25,£15.62/kg
632,Yeo Valley Natural Yogurt 150G,https://www.tesco.com/groceries/en-GB/products/251791087,1687613853.962497,"['£0.85', '£0.57/100g']",0.85,£0.57/100g
633,Arla Skyr Natural 450G,https://www.tesco.com/groceries/en-GB/products/287960541,1687613854.034233,"['£1.75', '£0.39/100g']",1.75,£0.39/100g
634,Ms Mollys Toffee Layered Dessert 100G,https://www.tesco.com/groceries/en-GB/products/302064479,1687613854.132554,"['£0.75', '£0.75/100g']",0.75,£0.75/100g
635,Tesco Mixed Vegetables 225G,https://www.tesco.com/groceries/en-GB/products/293905363,1687613854.2131772,"['£1.60', '£7.11/kg']",1.6,£7.11/kg
636,Eastman's Houmous 200G,https://www.tesco.com/groceries/en-GB/products/310177161,1687613854.312027,"['£0.89', '£0.44/100g']",0.89,£0.44/100g
637,Tesco Stonebaked Spicy Meat Feast Pizza 305G,https://www.tesco.com/groceries/en-GB/products/303776096,1687613854.390944,"['£3.50', '£1.15/100g']",3.5,£1.15/100g
638,Rustlers The Essential Cheeseburger 172G,https://www.tesco.com/groceries/en-GB/products/312228375,1687613854.4914079,"['£1.40', '£8.14/kg']",1.4,£8.14/kg
639,Tesco Cauliflower Cheese 600G,https://www.tesco.com/groceries/en-GB/products/262585793,1687613854.564684,"['£2.40', '£4.00/kg']",2.4,£4.00/kg
640,Woodside Farms 8 Pork Sausages 454G,https://www.tesco.com/groceries/en-GB/products/309169206,1687613854.6615171,"['£1.50', '£3.30/kg']",1.5,£3.30/kg
641,Tesco Organic Strawberries 300G,https://www.tesco.com/groceries/en-GB/products/272254714,1687613854.738765,"['£2.50', '£8.33/kg']",2.5,£8.33/kg
642,Growers Harvest Orange Juice Drink No Added Sugar 1Litre,https://www.tesco.com/groceries/en-GB/products/301219512,1687613854.811126,"['£0.69', '£0.07/100ml']",0.69,£0.07/100ml
643,Tesco Fresh Egg Custard Tarts 2 Pack,https://www.tesco.com/groceries/en-GB/products/257471105,1687613854.884452,"['£0.85', '£0.42/each']",0.85,£0.42/each
644,Tesco Corn On The Cob Twinpack,https://www.tesco.com/groceries/en-GB/products/253555825,1687613854.960688,"['£1.35', '£0.68/each']",1.35,£0.68/each
645,Tesco Cream & Strawberry Jam Doughnuts 2 Pack,https://www.tesco.com/groceries/en-GB/products/254985809,1687613855.036551,"['£0.85', '£0.42/each']",0.85,£0.42/each
646,Tesco Finest Vintage Cheddar 300G,https://www.tesco.com/groceries/en-GB/products/294174009,1687613855.111499,"['£3.80', '£12.67/kg']",3.8,£12.67/kg
647,Alpro Long Life Oat Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/280832278,1687613855.192749,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
648,Heck 6 97% Pork Sausages 400G,https://www.tesco.com/groceries/en-GB/products/277643857,1687613855.271931,"['£3.25', '£8.12/kg']",3.25,£8.12/kg
649,Heck Chicken 10 Italia Sausages 340G,https://www.tesco.com/groceries/en-GB/products/281137408,1687613855.34465,"['£3.25', '£9.56/kg']",3.25,£9.56/kg
650,Takul Halal Meat Feast Stonebake Pizza 340G,https://www.tesco.com/groceries/en-GB/products/312562053,1687613855.418497,"['£4.00', '£1.18/100g']",4.0,£1.18/100g
651,Tesco 30% Reduced Fat Mature Cheese 400G,https://www.tesco.com/groceries/en-GB/products/305960099,1687613855.50895,"['£3.40', '£8.50/kg']",3.4,£8.50/kg
652,Tesco Finest 20 Mini Meatballs 336G,https://www.tesco.com/groceries/en-GB/products/286694229,1687613855.588468,"['£3.50', '£10.42/kg']",3.5,£10.42/kg
653,Big & Free Large Free Range Eggs 6 Pack,https://www.tesco.com/groceries/en-GB/products/312586641,1687613855.665139,"['£2.00', '£0.33/each']",2.0,£0.33/each
654,Tesco Cottage Pie 400G,https://www.tesco.com/groceries/en-GB/products/310103641,1687613855.7443001,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
655,Tesco Finest Lemon Curd Yogurt 150G,https://www.tesco.com/groceries/en-GB/products/309788959,1687613855.845301,"['£0.95', '£0.63/100g']",0.95,£0.63/100g
656,Tesco Spaghetti Carbonara 400G,https://www.tesco.com/groceries/en-GB/products/310670861,1687613855.923983,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
658,Jus-Rol Puff Pastry Block 500G,https://www.tesco.com/groceries/en-GB/products/259728007,1687613856.108483,"['£1.60', '£3.20/kg']",1.6,£3.20/kg
659,Tesco Vegetable Stir Fry 320G,https://www.tesco.com/groceries/en-GB/products/301226624,1687613856.188302,"['£1.55', '£4.84/kg']",1.55,£4.84/kg
660,Cravendale Whole Milk 1 Litre,https://www.tesco.com/groceries/en-GB/products/276606921,1687613856.2896159,"['£1.60', '£1.60/litre']",1.6,£1.60/litre
661,Tesco Finest Strong And Robust Scottish Smoked Salmon 100G,https://www.tesco.com/groceries/en-GB/products/314306078,1687613856.3915489,"['£4.50', '£4.50/100g']",4.5,£4.50/100g
662,Frubes Strawberry Yogurts 9X37g,https://www.tesco.com/groceries/en-GB/products/302328963,1687613856.480748,"['£2.25', '£0.68/100g']",2.25,£0.68/100g
663,Tesco Cut Chives 20G,https://www.tesco.com/groceries/en-GB/products/304796979,1687613856.608553,"['£1.00', '£0.50/10g']",1.0,£0.50/10g
664,Lindahls Kvarg Vanilla 150G Pot,https://www.tesco.com/groceries/en-GB/products/301253499,1687613856.690797,"['£1.25', '£0.83/100g']",1.25,£0.83/100g
665,Tesco Cheddar & Onion Quiche 400G,https://www.tesco.com/groceries/en-GB/products/288017315,1687613856.794247,"['£2.50', '£0.62/100g']",2.5,£0.62/100g
666,Tesco British Lamb Mince 20% Fat 500G,https://www.tesco.com/groceries/en-GB/products/261941310,1687613856.86836,"['£5.10', '£10.20/kg']",5.1,£10.20/kg
667,Tesco Tagliatelle Nests 300G,https://www.tesco.com/groceries/en-GB/products/299829075,1687613856.947022,"['£1.25', '£4.17/kg']",1.25,£4.17/kg
668,Tesco Breaded Chunky Cod Fillets 350G,https://www.tesco.com/groceries/en-GB/products/271523387,1687613857.01824,"['£3.95', '£11.29/kg']",3.95,£11.29/kg
669,Tesco 4 Belgian Chocolate Eclairs,https://www.tesco.com/groceries/en-GB/products/251111323,1687613857.113264,"['£1.60', '£0.40/each']",1.6,£0.40/each
670,Tesco Buttery Spread 500G,https://www.tesco.com/groceries/en-GB/products/251063638,1687613857.2085729,"['£1.10', '£2.20/kg']",1.1,£2.20/kg
671,Tesco British Pastrami Slices 100G,https://www.tesco.com/groceries/en-GB/products/299957350,1687613857.281355,"['£2.25', '£2.25/100g']",2.25,£2.25/100g
672,Tesco Boneless Salmon Fillet 130G,https://www.tesco.com/groceries/en-GB/products/297186912,1687613863.6436281,"['£2.95', '£22.69/kg']",2.95,£22.69/kg
673,Tesco Crispy Sweet Potato Fries 300G,https://www.tesco.com/groceries/en-GB/products/299927310,1687613863.72414,"['£2.25', '£7.50/kg']",2.25,£7.50/kg
674,Willow Farm Chicken Thighs 900G - 1.2Kg,https://www.tesco.com/groceries/en-GB/products/304780797,1687613863.8300319,"['£2.99', '£2.85/kg']",2.99,£2.85/kg
675,Tesco Organic Broccoli 335G,https://www.tesco.com/groceries/en-GB/products/308490402,1687613863.928894,"['£1.10', '£3.28/kg']",1.1,£3.28/kg
676,Tesco Sliced Chorizo Sausage 150G,https://www.tesco.com/groceries/en-GB/products/273429784,1687613864.004703,"['£1.24', '£0.83/100g']",1.24,£0.83/100g
677,Tesco Blackberries 150G,https://www.tesco.com/groceries/en-GB/products/287377189,1687613864.0795991,"['£2.30', '£15.33/kg']",2.3,£15.33/kg
678,Tesco Persimmons Minimum 3 Pack,https://www.tesco.com/groceries/en-GB/products/271531711,1687613864.1510441,"['£1.25', '£0.42/each']",1.25,£0.42/each
679,Hearty Food Co Cheese & Ham Pizza 124G,https://www.tesco.com/groceries/en-GB/products/299598018,1687613864.2227788,"['£0.65', '£0.52/100g']",0.65,£0.52/100g
680,Tesco Large Pork Shoulder Joint,https://www.tesco.com/groceries/en-GB/products/259541778,1687613864.299146,"['£9.75', '£5.00/kg']",9.75,£5.00/kg
681,Tesco Lamb Half Leg Joint,https://www.tesco.com/groceries/en-GB/products/256531152,1687613864.3747368,"['£14.56', '£14.00/kg']",14.56,£14.00/kg
682,Alpro Soya No Sugars Long Life Drink 1L,https://www.tesco.com/groceries/en-GB/products/253178655,1687613864.451075,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
683,Franco Manca Margarita With Pesto Sourdough Pizza 412G,https://www.tesco.com/groceries/en-GB/products/314121296,1687613864.534872,"['£5.75', '£1.40/100g']",5.75,£1.40/100g
684,Activia Yogurt Strawberry & Mixed Fruit 8X115g,https://www.tesco.com/groceries/en-GB/products/308094369,1687613864.609524,"['£4.00', '£0.44/100g']",4.0,£0.44/100g
685,Tesco Finest La Rustica Sausage Butternut Squash Pizza 467G,https://www.tesco.com/groceries/en-GB/products/313597920,1687613864.684525,"['£5.75', '£1.23/100g']",5.75,£1.23/100g
686,Anchor Spreadable Big Pack 750G,https://www.tesco.com/groceries/en-GB/products/305963643,1687613864.7578938,"['£5.85', '£7.80/kg']",5.85,£7.80/kg
687,Activia No Added Sugar Vanilla Yogurt 4X115g,https://www.tesco.com/groceries/en-GB/products/307745501,1687613864.834987,"['£2.50', '£0.54/100g']",2.5,£0.54/100g
689,Blue Diamond Almond Breeze Unsweetened Drink 1L,https://www.tesco.com/groceries/en-GB/products/273706064,1687613864.974127,"['£1.75', '£1.75/litre']",1.75,£1.75/litre
690,Clover Original Spread 1Kg,https://www.tesco.com/groceries/en-GB/products/254263702,1687613865.0751941,"['£4.00', '£4.00/kg']",4.0,£4.00/kg
